,Unnamed: 0,label,ids,data,flag,user,tweet_text
19622,129135,0,1835041323,Mon May 18 04:58:38 PDT 2009,NO_QUERY,ferluffy,Is @Ivybean a fake? 
1007,1561315,1,2186553499,Mon Jun 15 19:00:18 PDT 2009,NO_QUERY,jazzjeet,watching run's house! 
47931,600674,0,2220968351,Thu Jun 18 04:24:17 PDT 2009,NO_QUERY,juliecj,"Oh no, was meant to go to the post office before it closed  hope they don't return my package"
13515,1295778,1,2003814343,Tue Jun 02 07:11:34 PDT 2009,NO_QUERY,BiLLi0,@daisyx Just woke upand slept well. Did you even sleep? Mondays are tough. 
38346,15517,0,1554168735,Sat Apr 18 16:15:25 PDT 2009,NO_QUERY,MoonBuggy,@csantopietro I am a medical student. On the weekends I study 
37379,1275384,1,2001079110,Mon Jun 01 23:46:49 PDT 2009,NO_QUERY,ngaulin,"@debblues Not only do I get to sample, but nights like tonight.. I get to make "
14990,1432327,1,2060243295,Sat Jun 06 18:32:07 PDT 2009,NO_QUERY,robynallegra,@MarbleCityFilms This is my 1st time attending the festival &amp; my friend (who invited me) &amp; I are having a good time! 
47912,45605,0,1677196594,Sat May 02 00:53:39 PDT 2009,NO_QUERY,AfricaBlack,@ suede and all our fellas are missin 
28655,200440,0,1971668072,Sat May 30 07:37:45 PDT 2009,NO_QUERY,hcolephotos,@brandi_b thanks for the warm welcome! Colorado springs is beautiful wish I could have stayed longer. 
39978,813062,1,1548699514,Fri Apr 17 21:42:09 PDT 2009,NO_QUERY,ipearlie,Lunch was good! I love home-cooked meals!!  http://plurk.com/p/os696
3528,1419703,1,2058010680,Sat Jun 06 14:05:26 PDT 2009,NO_QUERY,Claire2505,wondering why im signing up 2 this site.... pmsl! 
8070,479676,0,2178976398,Mon Jun 15 08:28:20 PDT 2009,NO_QUERY,jamesdoc,@timesjoanna Google fails me  If i come across something else I shall let you know!
16289,714682,0,2259199112,Sat Jun 20 17:10:45 PDT 2009,NO_QUERY,Kdizzle2309,got laid off from my job today 
5553,1305108,1,2011015354,Tue Jun 02 18:20:25 PDT 2009,NO_QUERY,pallasasthenia,UP was fantastic. Highly recommended. Now I work out before I pass out and get up again for work at 4. 
41651,1356883,1,2047878688,Fri Jun 05 14:19:05 PDT 2009,NO_QUERY,thisispaige,"@papapage Oh, Id love this, ill even teach you how to upload pictures on here  bahaha"
2651,1120692,1,1974000490,Sat May 30 12:14:42 PDT 2009,NO_QUERY,chrisxvelle,I don't remember anything from last night. Evidently i almost broke my tv stand? mmm Whiskey haha 
42489,1184875,1,1982682813,Sun May 31 11:41:43 PDT 2009,NO_QUERY,ExclusiveAshley,White plains city fest...I love my city! And we run it!!  out with the girls causing trouble!! 
13437,804872,1,1468584405,Tue Apr 07 02:33:31 PDT 2009,NO_QUERY,tekool,@davidderaedt Does Lupo use itself for its own localization ? 
30509,279904,0,1991911440,Mon Jun 01 07:52:48 PDT 2009,NO_QUERY,kerrymarie,st tropez training on thursday....i don't want to do it anymore! 
36500,405448,0,2058688861,Sat Jun 06 15:26:12 PDT 2009,NO_QUERY,MrsMisfit,I am having misgivings about being away from my babies tomorrow night. 1st time away from the Boy 
17303,391971,0,2055037197,Sat Jun 06 08:34:39 PDT 2009,NO_QUERY,rmthree,"Not feeling well  but she is nice, so cute"
30426,1479445,1,2066677514,Sun Jun 07 10:58:17 PDT 2009,NO_QUERY,mattcutts,@delic8genius thanks!  Isn't it like 4am where you are though?
11583,1200484,1,1985506496,Sun May 31 17:14:06 PDT 2009,NO_QUERY,carlaloo,@journey2health It's very well worth it. 
38683,507816,0,2188999727,Mon Jun 15 23:01:15 PDT 2009,NO_QUERY,LucySummer_JBxo,ugh...i HATE tuesdays. 
47247,289798,0,1995122574,Mon Jun 01 12:59:14 PDT 2009,NO_QUERY,BrIzI31994,i think my phone is possesed..  i hope it isn't ..then i have 2 go and get a new phone.. and i want the alias 2!!!!!! da
30862,1502642,1,2071732754,Sun Jun 07 19:50:36 PDT 2009,NO_QUERY,09inchan,"Achie has a reunion on Wednesday, I hope my mom would allow me to come.. "
8952,1432884,1,2060344913,Sat Jun 06 18:43:49 PDT 2009,NO_QUERY,swallowedeasy,"@nileyxlove bulliten on myspace  i wanna try to find more from that day , i'll tweet them if i do "
31192,1466952,1,2064543530,Sun Jun 07 06:33:15 PDT 2009,NO_QUERY,girishmallya,@sidtaparia guess what i took out my collapsable keyboard to give you quicker updates. You owe me one for this 
46454,533988,0,2197368726,Tue Jun 16 13:41:38 PDT 2009,NO_QUERY,susi2005,I'm so bored I wish I could get JB new cd today but I can't 
13137,57830,0,1685754365,Sun May 03 01:54:39 PDT 2009,NO_QUERY,tmello14,Gnite twitter! Work in 5 hrs 
32873,1598754,1,2193255909,Tue Jun 16 08:12:32 PDT 2009,NO_QUERY,quinsultant,@LaurieSarahList congratulations! That's exciting 
10142,1399197,1,2054205858,Sat Jun 06 06:49:19 PDT 2009,NO_QUERY,sturtzmichael,good morning ...! buenos dias..!  nice day to chill with friends and have fun 
18740,313216,0,2001702102,Tue Jun 02 01:46:39 PDT 2009,NO_QUERY,BloodRedSky,"Have started to forget what clouds look like. You just know it's going to start pissing it down on 9/6 at 1200h, then not stop till 22/6 "
47664,218629,0,1976212989,Sat May 30 16:50:05 PDT 2009,NO_QUERY,LouLouBabez,"Well done diversity ,, sunburn   ,, flamingo land was ace! ,,"
44578,1159284,1,1979335626,Sun May 31 02:36:18 PDT 2009,NO_QUERY,kianzztar,@Eganaholic 
33731,272437,0,1990210707,Mon Jun 01 04:13:07 PDT 2009,NO_QUERY,SusanLambe,It's time to bid you all a fond adieu! Have to be back here at 7am for a breakfast meeting - yikes! And there won't even be good coffee 
30145,664909,0,2244688760,Fri Jun 19 15:04:55 PDT 2009,NO_QUERY,Hedanicole,No i couldn't find a date!!!    lol.
35917,1487724,1,2068335195,Sun Jun 07 13:54:31 PDT 2009,NO_QUERY,FanHannahNoelle,@emilyosment http://twitpic.com/5akzm - who's kenz?p.s cool rings 
46754,964329,1,1827517104,Sun May 17 10:52:42 PDT 2009,NO_QUERY,ofbondstreet,Sunday excursion 
35644,1279047,1,2001496621,Tue Jun 02 01:04:36 PDT 2009,NO_QUERY,AmyLaurel,"@ClarkChilders please return the follow. Saw you via @marvinvacuna I am also a working screenwriter, would love to keep in touch. "
6876,338742,0,2014498516,Wed Jun 03 01:44:06 PDT 2009,NO_QUERY,Alegria21,"This is sad...a new theme but it uses white font so right now, ss, I can't see what I'm typing "
47939,877720,1,1685056235,Sat May 02 22:54:48 PDT 2009,NO_QUERY,steffy213,im uploading pix right now 
34662,1227380,1,1991001032,Mon Jun 01 06:12:09 PDT 2009,NO_QUERY,LuciMahon,"@priorycricketer Not biscuits, but most definitely lots of love and fuss.   She and our other dog Bailey do have the occasional treat."
32088,1493737,1,2069566468,Sun Jun 07 16:06:47 PDT 2009,NO_QUERY,jennalovestdf,"woooot, i have a tanline, finally! "
11778,1198941,1,1985231973,Sun May 31 16:41:52 PDT 2009,NO_QUERY,DDoll2,"@hewieboo hey, you made a little bit of a dent, right? so what if you still have forty-five loads to do? "
39209,1365066,1,2049894303,Fri Jun 05 17:41:27 PDT 2009,NO_QUERY,PrishV,@DakotaFanning9  dont forget monthly topical treaments for ticks and fleas!!! They'd also love a god hydrobath 
7074,1026887,1,1932361003,Tue May 26 21:18:53 PDT 2009,NO_QUERY,RainbowSoulPoet,hey @brandyejones jus checkin on ya 
24301,1398541,1,2054112971,Sat Jun 06 06:35:22 PDT 2009,NO_QUERY,ThurstonX,"davai, Dinara!!!!!!!!!!!!!!!!!!!!!!!!    ... now stop with the effing DFing!!!!"
49673,608993,0,2223551277,Thu Jun 18 08:25:00 PDT 2009,NO_QUERY,iMarkyP,@adamgoswell @imarkyp #meetdraw ? (via @socialtech) sadly can't tonight. Stuck at work testing 
14319,1135536,1,1976494354,Sat May 30 17:29:43 PDT 2009,NO_QUERY,astrostudios,nice therapy from Allan at Core 77   http://bit.ly/EUz6i
15458,399250,0,2057101710,Sat Jun 06 12:22:27 PDT 2009,NO_QUERY,holleymzing,so dizzy and sick of throwing up 
45353,1493525,1,2069527965,Sun Jun 07 16:02:34 PDT 2009,NO_QUERY,marumansilla,"@Georgecraigono I'm fine, listening to music  you? how was you day?"
27135,1135327,1,1976480272,Sat May 30 17:26:16 PDT 2009,NO_QUERY,froggie775,@Jayce_Kay Just checked out your photo stream on flickr - that's a beautiful plot of land! Added you as a flickr contact - I'm theFrog 
28685,744933,0,2267284060,Sun Jun 21 09:55:41 PDT 2009,NO_QUERY,maddiewatson,wishes she was just doing work in the jlv rather than going to my placement 
3800,706889,0,2256826899,Sat Jun 20 13:21:58 PDT 2009,NO_QUERY,Immelda2,Eaten more in the last 24 hours than I did all week - bye bye weightloss 
17644,736434,0,2265010838,Sun Jun 21 05:33:18 PDT 2009,NO_QUERY,effiehandmade,rain means no soccer game today   I guess that just means more time to get stuff done around the house..!
48165,126901,0,1834612394,Mon May 18 03:35:42 PDT 2009,NO_QUERY,PJayB,forgot about the freezing office aircon. Wish I hadn't donned shorts now. Legs freezing. 
21376,930680,1,1770582454,Mon May 11 21:43:05 PDT 2009,NO_QUERY,Felicia_Luv,"@OGBERRY Just wanted to say hey, I won that dance contest with you in NYC  Moving to LA in July....Hope all is well!"
14642,903491,1,1694627769,Mon May 04 03:28:21 PDT 2009,NO_QUERY,aprilyim,"@avrilchan that is of course, u don't mind some old ppl as well "
48904,350029,0,2017440689,Wed Jun 03 08:23:42 PDT 2009,NO_QUERY,daniellellanes,where has my morning gone? yes...its wednesday and no there is no lost tonight 
11227,1321588,1,2014705801,Wed Jun 03 02:24:54 PDT 2009,NO_QUERY,rainerafael,@andyroddick you think you'd be in the final round? 
37565,1424273,1,2058844300,Sat Jun 06 15:44:26 PDT 2009,NO_QUERY,halfpastoctober,@moonsoar I just got the first book in that series out of the library today. Looking forward to starting it. 
16365,584834,0,2215415948,Wed Jun 17 18:06:35 PDT 2009,NO_QUERY,twishes,[-O] pretty bored... wish that @KayleeNicole11's parents would have let her come to my house.  http://tinyurl.com/nty984
8889,1132732,1,1976061453,Sat May 30 16:30:11 PDT 2009,NO_QUERY,fabulousfarris,Watching twilight  my job is easy lol
15633,1469838,1,2064954527,Sun Jun 07 07:33:51 PDT 2009,NO_QUERY,GeekySteph,@smileonice May I respectfully request more fic please? *pleading eyes* lol! I am desperate to know what happens! 
48961,711488,0,2258241964,Sat Jun 20 15:36:37 PDT 2009,NO_QUERY,serendipityoo7,"just showered after a long, sweaty day outside at work. didn't see any elephant protesters "
8498,183898,0,1967541548,Fri May 29 19:46:16 PDT 2009,NO_QUERY,clau_rock,ahahaha I'm dreaming so much and that is so bad because is not always true 
36614,728406,0,2263060207,Sat Jun 20 23:51:32 PDT 2009,NO_QUERY,BriannaAcosta,Just got done with the party and Im so freakin bord!!! Im gonna miss my cuzs 
15699,897991,1,1693486605,Sun May 03 22:42:21 PDT 2009,NO_QUERY,FotoWala,Today is Luke Skywalker day!  May the Forth be with you! 
32251,856802,1,1573821132,Tue Apr 21 03:00:54 PDT 2009,NO_QUERY,RebeccaBeynon,http://twitpic.com/3pgme - Going crazy at a Elliot Minor concert (gig)  with a water stain on my top 
20091,1166383,1,1979933177,Sun May 31 05:04:41 PDT 2009,NO_QUERY,AESmith92,@Adrienne_Bailon i do!My mom makes the best banana pancakes and blueberry ones! And Once you go homemade banana you never go back! 
12671,854931,1,1573477442,Tue Apr 21 01:21:24 PDT 2009,NO_QUERY,rach_94,job interview at supre WOOO 
27618,1190399,1,1983708932,Sun May 31 13:40:52 PDT 2009,NO_QUERY,greatescape09,"gallery up this week, dm us if you have any you'd like to add "
35024,89338,0,1755275389,Sun May 10 08:43:08 PDT 2009,NO_QUERY,ph0to49855,Eating lunch . . . almost time to go to work. 
19406,1403574,1,2054891478,Sat Jun 06 08:17:23 PDT 2009,NO_QUERY,JTozz29,going to roam around NYC today! 
46681,764385,0,2298850296,Tue Jun 23 12:11:21 PDT 2009,NO_QUERY,EoinMason,"And now I'm home. This is nice...aww jeez, now I'm missing America. "
38542,202629,0,1972173250,Sat May 30 08:42:37 PDT 2009,NO_QUERY,miss_bushido,God damn why does my knee hurt? 
49125,1312168,1,2013590899,Tue Jun 02 23:03:18 PDT 2009,NO_QUERY,Angelbatwitch,So go get a drink. Silly boy. 
3506,978453,1,1833838570,Mon May 18 00:38:19 PDT 2009,NO_QUERY,FuckSparkB,@Moni7dSHEGETDOE gimme like 4 of em'. 
17552,1133880,1,1976244376,Sat May 30 16:54:14 PDT 2009,NO_QUERY,asouers,"And with that short &amp; fast 3-mile run,I have officially completed MONTH 1 of marathon training.  Only five more of them to go... "
6413,266203,0,1988948333,Sun May 31 23:51:45 PDT 2009,NO_QUERY,StyleAZ,"Eminem on MTV  - if it was planed, the camera guy wouldn't have been running to get the shot.  Still don't think it was nice  but FUNNY!!"
47757,792572,0,2326324533,Thu Jun 25 06:52:52 PDT 2009,NO_QUERY,neworleanslady1,"Yep now gotta fix a flat, my spare tire is flat "
45490,443223,0,2067496462,Sun Jun 07 12:26:55 PDT 2009,NO_QUERY,failingwords,@peoplefight -sighs- i'm gonna get bullied at school tomorrow though 
41033,624154,0,2229800896,Thu Jun 18 16:13:30 PDT 2009,NO_QUERY,DayyummPuspos,Ugggghhhhhh! Why is that I Live likee 10-20  min away From @MarkSoReal But i havent met any of them yett?? 
11446,1541022,1,2180648650,Mon Jun 15 10:45:19 PDT 2009,NO_QUERY,tramad,"@momminitup This is my favorite.  &quot;?&quot;  That is what I get sometimes.  I am not sure why, but I get random text &quot;?&quot;.  "
15861,1370595,1,2051049228,Fri Jun 05 19:46:08 PDT 2009,NO_QUERY,PatrickAnna,Patrick is trying to straighten up the Leaning Tower of Pisa...  http://short.to/dm05
36071,893835,1,1692020717,Sun May 03 19:06:28 PDT 2009,NO_QUERY,nhldigest,@lorirusso don't try to blame this on your &quot;summer teeth&quot;. 
37679,1381316,1,2052336981,Sat Jun 06 00:23:33 PDT 2009,NO_QUERY,lesley007,@Don_J Let me know when please. Enjoy your coffee. 
46674,1552441,1,2184392117,Mon Jun 15 15:50:35 PDT 2009,NO_QUERY,shawnasstoller,@JonathanRKnight hope youre having a great day off!! sorry about Australia  ill throw you a boomerang if you come see me  xoxoxoxo
3686,513854,0,2190489413,Tue Jun 16 02:52:44 PDT 2009,NO_QUERY,DramaticLegs,@Sueezz iono wat i'm getting i just know my body hurts and i can't move 
925,1310611,1,2013342454,Tue Jun 02 22:26:59 PDT 2009,NO_QUERY,EmilyLynneClare,@chicBuds Hi Kailynn!    Just got here...you were my first tweet up.  How was your day?
44165,914046,1,1752773565,Sat May 09 22:56:42 PDT 2009,NO_QUERY,jacksstatus,"I have the worst stuffy nose EVER. Lauren's spending the night, and I took too much Sudafed! "
7251,1569267,1,2188362600,Mon Jun 15 21:45:37 PDT 2009,NO_QUERY,melvat,@lyndles YAY ! grats  welcome to the drivers club haha
28398,667482,0,2245619334,Fri Jun 19 16:23:44 PDT 2009,NO_QUERY,Justin_Knowles,Got 1.5hrs before phone rang and woke me up 
16495,243886,0,1981647462,Sun May 31 09:35:53 PDT 2009,NO_QUERY,yeahthanks,"@fabiolaribera LOL- &quot;not mine, my brothers&quot;. Aw Fabi  I hate changing nappies."
35264,1483075,1,2067396508,Sun Jun 07 12:16:13 PDT 2009,NO_QUERY,mjforrey,spending the day with my family...went to church and lunch  on our way to Petco to get some fun stuff...
25934,343496,0,2015473485,Wed Jun 03 04:45:31 PDT 2009,NO_QUERY,TrishaDelicious,neeed to learn how to get twitter on my celly!!! and no its not a black berry 
27727,1504520,1,2072189050,Sun Jun 07 20:33:32 PDT 2009,NO_QUERY,ramicampbell,"@jtimberlake dude! me and u are gonna sing together 1day  love your talent cause u cant just sing u write/play everything, much love -RC"
11969,1297207,1,2004453919,Tue Jun 02 08:13:33 PDT 2009,NO_QUERY,JennieVanessa,Micky D's!  Skipping Advisory with my mommy.
16681,1245879,1,1995172865,Mon Jun 01 13:03:56 PDT 2009,NO_QUERY,rachaelsmart,is going to revise for a bit then to bed  x http://plurk.com/p/xpvbw
5632,202634,0,1972174113,Sat May 30 08:42:43 PDT 2009,NO_QUERY,marcaprice,To the little bastards that scrawled stuff on my windows last night: you are little bastards. Happy Luilack 
40297,60948,0,1686562684,Sun May 03 05:56:47 PDT 2009,NO_QUERY,vkelly60036,pink eye? this is most def NOT whats hot in the streets... 
3723,1297891,1,2004688293,Tue Jun 02 08:35:20 PDT 2009,NO_QUERY,kamilakillah,done with finals for the day. 
43739,265784,0,1988864456,Sun May 31 23:36:05 PDT 2009,NO_QUERY,kateyy__,just got ready the weathers lovely and im gonna be sat inside all day doing exams 
17248,1466663,1,2064506087,Sun Jun 07 06:27:16 PDT 2009,NO_QUERY,angelabeeee,Just woke up getting my nose pierced today my mom promised 
42631,927170,1,1759088584,Sun May 10 18:26:07 PDT 2009,NO_QUERY,VeexVenom,"@mikeyway We love you too, Mikey. WHICH IS WHY WE SPAM!  #mikeywayday #mikeywayday #mikeywayday #mikeywayday #mikeywayday #mikeywayday"
2555,676992,0,2248554439,Fri Jun 19 20:48:35 PDT 2009,NO_QUERY,lovecommatina,Ouch. I'm sunburnt everywhere. 
32118,148680,0,1883203360,Fri May 22 08:10:28 PDT 2009,NO_QUERY,MrsMccracken,My hair just didn't want to curl today.  so its all retarded.
1026,1211786,1,1989185442,Mon Jun 01 00:38:08 PDT 2009,NO_QUERY,bkaholicpr,@casey887 Yeaa me too!! I also liked that they all went up at the end to accept the award 
28540,1062640,1,1964195503,Fri May 29 13:52:04 PDT 2009,NO_QUERY,riccardorivera,@LeEyecandy sorry I had a busy night last night. But I'm all yours tonight. 
30893,729564,0,2263341452,Sun Jun 21 00:33:26 PDT 2009,NO_QUERY,maxzoid,I just wanna sleep!  Not ready to study for tomorrow's quiz!
42158,1008855,1,1880841036,Fri May 22 02:41:41 PDT 2009,NO_QUERY,libbyoliver,"Well hallo Cardiff  I have landed, thanks for being my travel buddies"
11775,1099645,1,1970588975,Sat May 30 04:28:13 PDT 2009,NO_QUERY,Florida5star,Good monring Tweet land  another sunny day in FL 
30072,511983,0,2190032304,Tue Jun 16 01:34:32 PDT 2009,NO_QUERY,RussellBfan90,@BrandyWandLover Dw hun I missed him too   didn't even know he came on  oh well our turn nxt time xx
8269,1239736,1,1993624652,Mon Jun 01 10:40:35 PDT 2009,NO_QUERY,FGCollection,"@chelseaflows I had a fabulous bed time last night, feel well rested..am headed for a much needed powerwalk "
21709,483996,0,2180589490,Mon Jun 15 10:40:31 PDT 2009,NO_QUERY,Cubstarr,My iPod isn't working!!! 
37728,1177825,1,1981486492,Sun May 31 09:15:16 PDT 2009,NO_QUERY,doombox,@izzyreed Followed.  #andyhurleyday #andyhurleyday #andyhurleyday
4373,1528474,1,2177387198,Mon Jun 15 06:01:00 PDT 2009,NO_QUERY,NateUT,"According to the ATT website, my iPhone 3gs is shipping today to be picked up Friday morning at the store! "
42140,842354,1,1563660322,Sun Apr 19 23:42:54 PDT 2009,NO_QUERY,loucan,"See how we built our successful website, DIY eLearning, StepXStep, puts U in total control of Ur Web Biz! See...http://snipr.com/g8y52 "
12347,1533848,1,2178597511,Mon Jun 15 07:56:08 PDT 2009,NO_QUERY,Kaylynreve,@RickOpp We have to encourage him or he will never jump into PR 2.0 
22778,1359035,1,2048348367,Fri Jun 05 15:03:24 PDT 2009,NO_QUERY,gradyp,It has been a while but I finally got another jeep wave. 
34784,1279969,1,2001587956,Tue Jun 02 01:23:06 PDT 2009,NO_QUERY,MdotSwaggy,@jlynn242001 mira tu..adonde tu esta? I was in ya neck of the woods today 
40271,552383,0,2203386873,Tue Jun 16 23:37:37 PDT 2009,NO_QUERY,alanoliver72,easyJet pilot had to re-do approach/landing last night after a rabbit met its fate under a 'plane in front  Why do rabbits hang-out o ...
5181,1227323,1,1990985574,Mon Jun 01 06:10:16 PDT 2009,NO_QUERY,smeg0911,Thinks this weather is bonza  noouch
24419,1058617,1,1962981750,Fri May 29 12:01:23 PDT 2009,NO_QUERY,Nancifus,To see DRAG ME TO HELL or nay? Like I thot the preview looked dumb as HELL haha. But I read its very violent and gory..which I LOVE! 
33806,199986,0,1971568145,Sat May 30 07:23:58 PDT 2009,NO_QUERY,_coops_,@awaltzforanight aww *hugs* I know how that feels 
9107,503385,0,2187827075,Mon Jun 15 20:52:02 PDT 2009,NO_QUERY,vickaay,"aww  i just turned down a chance to go to great america w/ my bestie &amp; shaianne on sat. oh well, BEAT FREAKS rite now is more important"
12445,238392,0,1980402936,Sun May 31 06:38:27 PDT 2009,NO_QUERY,Cj__x,Can't find my phone charger!!! 
36650,1449308,1,2062825360,Sun Jun 07 00:25:36 PDT 2009,NO_QUERY,christacampbell,@Dirt_Nasty of course you guys are 
31330,1171566,1,1980514069,Sun May 31 06:57:43 PDT 2009,NO_QUERY,kerrymcp,catchin sum sun in ma garden with a cold wkd 
26707,859989,1,1676252130,Fri May 01 21:30:29 PDT 2009,NO_QUERY,leewaters,"@frfozybearftwin Hey, thanks, man. ;) I can definitely use the buzz to build up the final donation amount.  Very appreciated."
34260,885846,1,1686593827,Sun May 03 06:03:46 PDT 2009,NO_QUERY,TurnOnTheTV,"@sabrescutiex9 I did sleep well, thank you. I didn't dream of him but I woke up to Austria beating Germany 1-0.  He got an assist!"
49510,594354,0,2218484099,Wed Jun 17 22:34:02 PDT 2009,NO_QUERY,kweesta,has tummy ache 
22386,1203691,1,1986110284,Sun May 31 18:20:24 PDT 2009,NO_QUERY,emperatrizji,@MirandaBuzz NOO....no cute. taylor Lautner is cute 
12861,1524293,1,2176698278,Mon Jun 15 04:32:21 PDT 2009,NO_QUERY,julienviet,eXo JCR website live on JBoss.org : http://www.jboss.org/exojcr/ (ok quite minimal but enough  )
18973,595362,0,2218746554,Wed Jun 17 23:04:13 PDT 2009,NO_QUERY,ladytieryn,Another sore throat   I wish I could get rid of whatever's giving me these.
49277,1464674,1,2064262644,Sun Jun 07 05:45:19 PDT 2009,NO_QUERY,bobui, lucky beggar you are @warothe
46434,1435576,1,2060837422,Sat Jun 06 19:40:29 PDT 2009,NO_QUERY,kthyland,YEAH WINGS ! 
34120,1348753,1,2045029934,Fri Jun 05 10:08:10 PDT 2009,NO_QUERY,nandafreire27,@carobuckman Happy Birthday  May all your wishes come true! God bless
44893,1118420,1,1973588958,Sat May 30 11:26:49 PDT 2009,NO_QUERY,11DoveLove11,"It's a yummy, sunny day -- wonderful view, as usual, here @ work (recept @ very large showroom). Everybody's happy 'cause this our Friday "
33922,316021,0,2002319462,Tue Jun 02 03:51:47 PDT 2009,NO_QUERY,xchubbyx,Aaaaaaaaaaargh i am so gonna fail tomorrow i know nothing about higher chemistry  x
25750,1364723,1,2049821265,Fri Jun 05 17:33:35 PDT 2009,NO_QUERY,thatcats,goodnight all - getting up earlyish tomorrow - #glasto shopping 
24087,110593,0,1824895694,Sun May 17 03:25:12 PDT 2009,NO_QUERY,iamlamb,is missing someone.  http://plurk.com/p/ubg4a
3316,1477298,1,2066267678,Sun Jun 07 10:11:51 PDT 2009,NO_QUERY,alliepalz,Swimming and lounging out in the sun 
46641,727089,0,2262742908,Sat Jun 20 23:08:19 PDT 2009,NO_QUERY,heyitsmisti,"also, while i was freaking out, i think my cat ate it. "
37354,110136,0,1824760448,Sun May 17 02:48:40 PDT 2009,NO_QUERY,TheAmazingCat," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
13997,916681,1,1753349651,Sun May 10 01:12:28 PDT 2009,NO_QUERY,pwscho,got a new dog 
32573,1042017,1,1957148756,Thu May 28 23:39:19 PDT 2009,NO_QUERY,shannatrenholm,"great tweeps, excellent convo tonight as we helped @pamslim celebrate her impromptu book tour start "
45079,502104,0,2187412543,Mon Jun 15 20:14:40 PDT 2009,NO_QUERY,gabybanu,i cried a LOT today..    gonna miiss yaa girls
16740,820235,1,1553648303,Sat Apr 18 14:50:11 PDT 2009,NO_QUERY,BeauTee85,@fabuloustoccara Hey girl!  Welcome to twitter 
35421,1221279,1,1990142244,Mon Jun 01 04:00:42 PDT 2009,NO_QUERY,nicktheowl,&quot;If it wasn't for bad luck...&quot;  â« http://blip.fm/~7f87f
40826,222047,0,1976945507,Sat May 30 19:39:28 PDT 2009,NO_QUERY,AshleyNicole305,Ughh that nap wasn't suppose 2 last no 5 and half hours...dang Y yall aint call &amp; wake me up 
3409,117845,0,1827713023,Sun May 17 11:17:25 PDT 2009,NO_QUERY,emilia_beelia,"At work, wishing I was out on the boat "
25095,440127,0,2066621925,Sun Jun 07 10:51:59 PDT 2009,NO_QUERY,jamie_ox,just got home . I NEED to charge my phone only 10% left aaaaah !  :|
20318,1233340,1,1992147161,Mon Jun 01 08:16:49 PDT 2009,NO_QUERY,thedirtyflaggs,@hayleewadec Thanks for following us.  Hope you can make it to CBRs June 5th and hang out with us! We're pretty nice n stuff!
39104,912451,1,1752290760,Sat May 09 21:31:38 PDT 2009,NO_QUERY,iamcaseface,@katyperry the good life!!! - under a honeymoon 
46070,1269217,1,2000172761,Mon Jun 01 21:33:25 PDT 2009,NO_QUERY,yanimarie,Watching Harold and Kumar Escape and laughing super hard 
24843,526481,0,2194278341,Tue Jun 16 09:34:50 PDT 2009,NO_QUERY,azuritetalk,"@MzAnnieBannie jeez jerk, coulda texted me or something, i was really worried you like died or something  even had dreams about it!  "
1251,1396095,1,2053801301,Sat Jun 06 05:44:34 PDT 2009,NO_QUERY,Eric_Chambers,@ji_ric You must have needed the rest buddy. 
47441,564335,0,2206170575,Wed Jun 17 06:07:11 PDT 2009,NO_QUERY,shanayhay,@Vol_Com thanks! John told me I looked like cat williams yesterday! 
32306,374307,0,2051216627,Fri Jun 05 21:10:04 PDT 2009,NO_QUERY,ericaogrady,Date Night: @mattrobbins and I picked up the KY Intense cause I like the commercials. But HUGE box. Tiny tube   [?]
24911,236248,0,1979946561,Sun May 31 05:07:37 PDT 2009,NO_QUERY,ensredshirt,@BoSintobin Sorry.  You really should try to make it one year.. You may be surprised at the plane ticket costs right now because of econ..
18952,1344233,1,2039855252,Thu Jun 04 22:59:01 PDT 2009,NO_QUERY,tpietruszynski,@bostongrlkayte that's cool. 
27771,1079455,1,1968048010,Fri May 29 20:39:57 PDT 2009,NO_QUERY,Bizcuits,@JaeJohnson taking care of business 
26762,990824,1,1835041790,Mon May 18 04:58:43 PDT 2009,NO_QUERY,squiffbite,Winding up blythe lol .. well the vampires and werewolves are said to be cruel lol ccarmen 
26470,912821,1,1752414851,Sat May 09 21:51:38 PDT 2009,NO_QUERY,MamboItaliano,is wishing good night everybody 
7020,1423976,1,2058794327,Sat Jun 06 15:38:27 PDT 2009,NO_QUERY,upstatesoft_com,My own Twitters just hatched in my back yard   http://twitpic.com/6p5hv
32162,1069100,1,1965860351,Fri May 29 16:40:38 PDT 2009,NO_QUERY,Band_IT,@kirstiealley Night in Europe.. Looking forward to satudays tweets.. Good night 
35616,1235987,1,1992726853,Mon Jun 01 09:13:26 PDT 2009,NO_QUERY,alliegirl97,@ledan hey there u are 
19426,1236767,1,1992893323,Mon Jun 01 09:29:43 PDT 2009,NO_QUERY,RumDizz,getting my hair done!!!! lots going on this week throwing a bachlorette party weds for haley! sooo excited to see all my old friends 
39280,178083,0,1965879441,Fri May 29 16:42:46 PDT 2009,NO_QUERY,_ashesandwine,@brighternoise really?? 
2355,1501371,1,2071386799,Sun Jun 07 19:18:49 PDT 2009,NO_QUERY,nobodylkl,"JMJ's 4 fav US venues: LA Greek Theater, Red Rocks, the Gorge, &amp; Jones Beach. I've seen NIN at 3 of the 4. "
